cz90,civ_noninst_pop,civ_noninst_pop_employed,civ_noninst_pop_local,civ_noninst_pop_immigrant,civ_noninst_pop_employed_local,civ_noninst_pop_employed_immigrant,civ_noninst_pop_employed_central_america,civ_noninst_pop_employed_south_america,civ_noninst_pop_employed_mexico,civ_noninst_labforce,civ_noninst_labforce_local,civ_noninst_labforce_immigrant,civ_noninst_labforce_central_america,civ_noninst_labforce_south_america,civ_noninst_labforce_mexico,count,count_local,count_immigrant,count_central_america,count_south_america,count_mexico,county_prop_incz,county_prop_inpuma,EPOP,state_fips,state_abbv,states_count,states_abbv,cbsa10,cbsa_name
11201,110442.59057709575,63962.258945539594,108826.39566095173,1616.1949161440134,62962.94984319806,999.3091023415327,149.703794375062,38.369042441248894,200.95621114969254,68971.71320271492,67872.1483785063,1099.5648242086172,149.703794375062,54.2787511497736,210.3243607133627,5443.980527371168,5365.867082282901,78.11344508826733,5.168678626418114,5.437509223818779,10.040253221988678,0.37494935489411296,0.36736148908954136,57.91448626052463,51,VA,2,VA; WV,14140,"Bluefield, WV-VA"
11202,24659.98182180524,10605.641273200512,24575.28428336978,84.69753843545914,10591.804546624422,13.836726576089859,0,0,0.8385894894599915,12336.070684701204,12293.721915483475,42.34876921772957,0,0,0.8385894894599915,1233.9844337403774,1230.2107810378075,3.7736527025699615,0,0,0.4192947447299957,0.4192947447299957,0.17580808295819228,43.007498342203256,54,WV,1,WV,NA,NA
11203,47918.36683320999,25926.80145215988,47250.80450797081,667.5623252391815,25538.120698690414,388.68075346946716,87.67235040664673,17.95195746421814,19.621906995773315,28228.82688140869,27780.445432186127,448.3814492225647,87.67235040664673,28.806629419326782,23.796780824661255,2543.3331365585327,2509.0991711616516,34.2339653968811,2.5049242973327637,1.6699495315551758,1.6699495315551758,0.41748738288879395,0.17429571487133444,54.10618759692623,51,VA,1,VA,13720,"Big Stone Gap, VA"
11301,230547,171465,206783,23764,153821,17644,4560,1508,2348,179180,161107,18073,4644,1616,2348,11828,10858,970,194,79,99,1,2,74.37312131582713,51,VA,1,VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
11302,1761116,1298669,1530180,230936,1122554,176115,21023,8716,9009,1369858,1186553,183305,21893,9134,9251,81091,71740,9351,803,505,389,1.0000000037252903,21,73.74125270567072,24,MD,1,MD,12580,"Baltimore-Columbia-Towson, MD"
11303,34565.20902848244,23565.91024670005,33062.76557573676,1502.443452745676,22471.42217618227,1094.4880705177784,140.91038379073143,10.811538398265839,415.88384371995926,24635.17139428854,23523.74524694681,1111.4261473417282,140.91038379073143,10.811538398265839,415.88384371995926,1738.1349898278713,1660.6522979736328,77.48269185423851,8.649230718612671,1.8019230663776398,21.26269218325615,0.36038461327552795,0.12987706948575184,68.17812161147718,51,VA,1,VA,NA,NA
11304,3867730.936274737,2977069.520935327,2735411.324899435,1132319.611375302,2084152.2488322854,892917.2721030414,213461.88287565112,88467.7740252316,32255.933128476143,3124034.110590458,2192164.534437746,931869.5761527121,222435.21897023916,92148.27052643895,33414.95381528139,188005.89974439144,140979.48839983344,47026.411344558,8115.338446736336,4489.961673855782,1435.559749186039,0.9878905670242919,41.32254462469576,76.97199132995368,24,MD,3,DC; MD; VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
11401,70859.9484000802,47509.14542451501,69114.97108009458,1744.9773199856281,46328.34631228447,1180.7991122305393,0,6.100924968719482,137.56364691257477,50366.91130813956,49155.28967526555,1211.621632874012,0,6.100924968719482,137.56364691257477,5338.692036867142,5239.0171421170235,99.67489475011826,0.38130781054496765,1.1957162916660309,6.333992838859558,0.3929931104138831,0.31121093991307625,67.04654250702394,26,MI,1,MI,32100,"Marquette, MI"
11402,63300.99579578638,44580.55642306805,61914.3318849653,1386.6639108210802,43595.54306511581,985.0133579522371,73.21863055229187,23.310789346694946,122.91821146011353,46784.90074625611,45771.045490935445,1013.8552553206682,73.21863055229187,23.310789346694946,133.673490524292,4705.57481624186,4626.385002315044,79.18981392681599,1.8705889135599136,1.3980674892663956,8.072123929858208,0.2917630949570351,0.24921653864283422,70.42631140730893,26,MI,2,MI; WI,31940,"Marinette, WI-MI"
11403,31633.754158198833,21408.882731825113,30891.864238739014,741.8899194598198,20884.65816387534,524.2245679497719,0,0,78.09367573261261,22954.140570789576,22418.700421750546,535.4401490390301,0,0,78.09367573261261,2575.0143397152424,2529.736623466015,45.277716249227524,0,0.8307837843894958,3.7385270297527313,0.4153918921947479,0.17255042410113308,67.67733802557974,26,MI,1,MI,42300,"Sault Ste. Marie, MI"
11500,181384,123990,177260,4124,121109,2881,37,28,935,131043,128096,2947,37,28,971,10517,10314,203,2,9,54,1,2,68.35773827901028,26,MI,1,MI,27100,"Jackson, MI"
11600,3345751.1125729084,2312866.069980502,2973379.44520998,372371.6673629284,2059160.7736713886,253705.2963091135,2521.247330546379,6377.574048280716,26002.106894135475,2475162.6721156836,2209589.2078632116,265573.4642524719,2593.247330546379,6763.574048280716,27114.106894135475,135662.18465554714,121793.8197530508,13868.364902496338,144.3068709373474,349.98015320301056,1168.9007660150528,0.9943968016803288,36.10674447793021,69.12845552943388,26,MI,1,MI,19820,"Detroit-Warren-Dearborn, MI"
11700,319564,225478,290396,29168,206650,18828,348,383,1340,238986,219043,19943,348,383,1359,15246,14260,986,23,30,54,0.9999999850988388,3,70.5580102890188,26,MI,1,MI,29620,"Lansing-East Lansing, MI"
11800,92273,57539,89845,2428,56350,1189,30,6,194,62153,60851,1302,30,6,194,6753,6627,126,3,1,11,1,1,62.35735263836658,26,MI,1,MI,34380,"Mount Pleasant, MI"
11900,308347.73259437084,206631.52787590027,300739.33200001717,7608.400594353676,201753.37027662992,4878.157599270344,175.7526694536209,249.13487362861633,572.9005072414875,220382.19810959697,215174.71794098616,5207.480168610811,175.7526694536209,256.13487362861633,572.9005072414875,19052.499363482,18726.385326504707,326.1140369772911,8.693129062652588,14.94812023639679,30.56337070465088,0.8938804283657442,2.58729003013054,67.0125011581397,26,MI,1,MI,40980,"Saginaw, MI"
12001,76033.78767071664,52130.0723484233,74822.1046114713,1211.683059245348,51314.05303233117,816.0193160921335,9.185975395143032,14.732223011553288,303.3223982155323,54974.694206252694,54088.19154843688,886.502657815814,11.452496938407421,14.732223011553288,322.4410257861018,6497.56809322536,6404.190626300871,93.37746692448854,2.2102778553962708,2.2183418720960617,24.850450560450554,0.3131808021103243,0.23226200643109168,68.56171965835193,26,MI,1,MI,13660,"Big Rapids, MI"
12002,32148.008851587772,22544.071882724762,31056.218069434166,1091.7907821536064,21769.738728761673,774.333153963089,17.569755792617798,8.611692130565643,421.2575988173485,23728.9396854043,22918.20167839527,810.7380070090294,17.569755792617798,18.114805996418,426.62480717897415,2488.102507352829,2425.6824330091476,62.420074343681335,3.3158782720565796,1.153417944908142,27.012076139450073,0.20959634513772585,0.08885443574397556,70.12587307288652,26,MI,1,MI,31220,"Ludington, MI"
12100,339407.62273979187,242721.23400497437,320307.9094827175,19099.713257074356,229373.69734191895,13347.53666305542,453.60895323753357,431.72749733924866,3117.4102417230606,258284.7431308031,244078.5812817812,14206.161849021912,477.60895323753357,439.72749733924866,3262.4766471385956,15568.471745371819,14914.947887778282,653.5238575935364,19.74569606781006,25.74569606781006,148.47368490695953,0.9405626163593865,3.351900487000435,71.51319467891194,26,MI,1,MI,28020,"Kalamazoo-Portage, MI"
12200,903838.8446390629,670823.0044018626,836777.784451127,67061.06018793583,621129.7809479833,49693.22345387936,4613.600454866886,989.7013514637947,15046.783284664154,701385.5980645418,650017.6490660906,51367.94899845123,4635.600454866886,1030.7013514637947,15661.427456915379,40194.4474439621,38099.547950565815,2094.899493396282,169.1253261566162,51.93120491504669,594.2465114593506,0.9483883892604643,8.855771119466215,74.21931557608012,26,MI,1,MI,24340,"Grand Rapids-Wyoming, MI"
12301,102151.18766957521,73982.47298759222,99303.18136548996,2848.0063040852547,72157.40173107386,1825.071256518364,42.64381366968155,44.57008457183838,387.7662335038185,78133.43503242731,76164.45854389668,1968.9764885306358,44.584008276462555,93.06697070598602,398.63622522354126,6846.979230761528,6717.5611327290535,129.41809803247452,1.9494770765304565,3.898954153060913,23.107271790504456,0.6997724892531778,0.7759757629892512,72.42448636710978,26,MI,1,MI,45900,"Traverse City, MI"
12302,50063.20502272248,33785.37163943052,49286.33110561967,776.8739171028137,33273.670894920826,511.70074450969696,0,7.341119021177292,82.75587493181229,36001.48407164216,35437.81547635794,563.6685952842236,2.793283849954605,7.341119021177292,82.75587493181229,4760.119115233421,4692.148374587297,67.97074064612389,0.5903345942497253,1.371963232755661,9.07921788096428,0.33496853615258715,0.1958267719070239,67.48543490992269,26,MI,1,MI,NA,NA
12401,44576.066591084,27574.112164199352,43884.040102124214,692.0264889597893,27072.901753038168,501.2104111611843,0,34.77889442443848,68.89216722548008,29871.041318640113,29361.286579996347,509.75473864376545,0,34.77889442443848,68.89216722548008,4085.6837573945522,4024.6808547973633,61.00290259718895,0.3943793773651123,3.0057491064071655,5.643858015537262,0.34035186435616094,0.20743994897342355,61.858558354080216,26,MI,1,MI,10980,"Alpena, MI"
12402,57279.05294752121,35087.29583233595,56376.56167820096,902.4912693202496,34434.30810204148,652.987730294466,0,60.555711299180984,79.21503010392189,37999.93644720316,37335.47037988901,664.466067314148,0,60.555711299180984,79.21503010392189,5307.415693998337,5228.983411997557,78.4322820007801,0.41432657837867737,4.492095202207565,6.596476674079895,0.410650961157387,0.33661575290041146,61.256766700529695,26,MI,1,MI,NA,NA
12501,718826.224522829,514220.45856010914,687300.3432440758,31525.88127875328,493388.8754632473,20831.58309686184,875,1241.7129884958267,2453.607540845871,546764.2092461586,524906.7874622345,21857.421783924103,875,1253.7129884958267,2711.607540845871,37967.40500497818,36659.51883208752,1307.8861728906631,49,62.18505585193634,119.55516755580902,0.980011926901863,8.530496564009027,71.53612945903008,39,OH,1,OH,19380,"Dayton, OH"
12502,68851.34329462051,45870.19545868039,68038.7251137793,812.6181808412075,45314.19762432575,555.997834354639,6.505686521530151,42.711294174194336,101.68659344315529,48553.050412386656,47991.802899718285,561.2475126683712,6.505686521530151,42.711294174194336,106.93627175688744,3677.7013617753983,3632.758248656988,44.94311311841011,0.271070271730423,2.0420486330986023,6.876099944114685,0.6287076202730058,0.6359101615562013,66.62207774567024,39,OH,1,OH,NA,NA
12600,58974.47181934118,40762.55732309818,57645.05407810211,1329.417741239071,39920.052686572075,842.5046365261078,34.10949945449829,2.558212459087372,257.5267208814621,43072.62317365408,42155.077638328075,917.545535326004,34.10949945449829,2.558212459087372,290.78348284959793,3694.058790922165,3616.4596796631813,77.59911125898361,5.969162404537201,2.558212459087372,21.318437159061432,0.8527374863624573,0.727161220647762,69.11898668286123,18,IN,1,IN,39980,"Richmond, IN"
12701,1359571.0342251658,1002996.9565738142,1272443.4669595063,87127.56726565957,939901.811955303,63095.1446185112,5005.361510753632,2372.899983614683,7056.267369747162,1050359.8947910964,984512.5759584308,65847.31883266568,5327.361510753632,2556.899983614683,7206.9358759224415,60364.88488957286,57250.21674057841,3114.668148994446,175.64773035049438,127.36486500501633,271.36964777112007,0.9806198898142755,16.810355396754957,73.77304541836116,39,OH,2,KY; OH,17140,"Cincinnati, OH-KY-IN"
12702,34190.20921736956,20609.232388436794,33698.588371276855,491.62084609270096,20300.841338932514,308.3910495042801,12.163005769252777,0,115.35237729549408,21601.105891168118,21292.714841663837,308.3910495042801,12.163005769252777,0,115.35237729549408,1893.5053497552872,1872.3181784152985,21.18717133998871,0.7847100496292114,0.3923550248146057,7.847100496292114,0.3923550248146057,0.15394246549726986,60.278169862636425,21,KY,1,KY,32500,"Maysville, KY"
12800,88247.41078403592,64972.50075930357,86681.14232775569,1566.2684562802315,63858.00436618924,1114.4963931143284,16.714486598968506,57.11023145914078,323.48514357209206,67837.11582103372,66683.94027894735,1153.1755420863628,16.714486598968506,57.11023145914078,345.48514357209206,4825.771177262068,4762.395562052727,63.37561520934105,3.4643108248710632,2.6250878870487213,10.857243299484253,0.863159239253545,1.0538961355231118,73.62539045854611,18,IN,1,IN,17140,"Cincinnati, OH-KY-IN"
12901,413297.982728919,297496.8860067893,380092.8809837103,33205.101745208725,273117.8891583439,24378.996848445386,1547.467272998765,982.447797767818,8245.476185780019,313527.66746322997,288160.8581553083,25366.809307921678,1611.8454123381525,1064.447797767818,8451.843823235482,19484.597192067653,18205.40818826109,1279.1890038065612,60.34372828528285,66.17566118948162,296.61994771659374,0.8828368073465845,3.854122598547643,71.98120930629285,21,KY,1,KY,30460,"Lexington-Fayette, KY"
12902,28007.76030188799,16882.565329492092,27605.03685760498,402.7234442830086,16629.939130604267,252.626198887825,9.963628709316254,0,94.49376904964447,17695.083180367947,17442.45698148012,252.626198887825,9.963628709316254,0,94.49376904964447,1551.1120048761368,1533.7560064792633,17.355998396873474,0.6428147554397583,0.32140737771987915,6.428147554397583,0.32140737771987915,0.10330270245276907,60.278169862636425,21,KY,1,KY,34460,"Mount Sterling, KY"
12903,59383.136494517326,39859.00795838237,56889.77483659983,2493.3616579174995,38159.25027823448,1699.7576801478863,45.041350454092026,81.23518592119217,697.1891505122185,42433.97627297044,40620.32483232021,1813.6514406502247,49.235484302043915,81.23518592119217,725.3631706833839,2722.3198420107365,2632.337680697441,89.98216131329536,3.595293939113617,3.595293939113617,20.921144753694534,0.49533001519730924,0.3820444720808007,67.12176269446871,21,KY,1,KY,19220,"Danville, KY"
13000,121305.3725976944,81565.4885263443,117284.77030539513,4020.6022922992706,78712.6395714283,2852.8489549160004,41.61293864250183,102,535.6621696949005,86571.44929289818,83578.22304964066,2993.2262432575226,41.61293864250183,111,535.6621696949005,5476.2920343875885,5324.757645845413,151.5343885421753,3.5974764823913574,7,20.883597135543823,0.8846334971442218,1.0892445367526875,67.23979884786618,21,KY,1,KY,21060,"Elizabethtown-Fort Knox, KY"
13101,804919.3077086806,587623.1783649996,743455.6722130403,61463.63549564034,541200.5692226738,46422.60914232582,2621.840163692832,1524.828787729144,8160.760353088379,619829.371884875,571207.1446711794,48622.227213695645,2699.035257138312,1569.828787729144,8417.53341782093,41237.701908402145,38788.61523795873,2449.0866704434156,130.03102443367243,96.9103583842516,305.05071502923965,0.9851442799249818,9.85299445580079,73.00398595702147,21,KY,2,IN; KY,31140,"Louisville/Jefferson County, KY-IN"
13102,32852.71847952902,23469.502377942204,31930.849658846855,921.868820682168,22748.85022638738,720.6521515548229,83.49237740039825,78.02467849850655,202.57373110949993,24460.552550509572,23711.5901311934,748.9624193161726,83.49237740039825,78.02467849850655,210.34082612395287,1606.9326618909836,1571.5462769418955,35.3863849490881,3.086738660931587,2.3531034886837006,7.760397791862488,0.20969021308499225,0.09640826182329354,71.43853983519315,18,IN,2,IN; KY,31500,"Madison, IN"
13103,47256.6274023056,33186.5114736557,46424.229694604874,832.3977077007294,32602.3604285717,584.1510450839996,48.38706135749817,0,243.3378303050995,35153.55070710182,34556.776950359344,596.7737567424774,48.38706135749817,0,243.3378303050995,2338.7079656124115,2302.242354154587,36.46561145782471,1.4025235176086426,0,9.116402864456177,0.7012617588043213,0.4917680543613301,70.22615302427731,21,KY,1,KY,12680,"Bardstown, KY"
13200,111879.33313450217,76915.16942754388,108298.72269695997,3580.6104375422,74702.33090826869,2212.8385192751884,312.31222489476204,40.58356520533562,630.5998059809208,81229.14358386397,78894.85824146867,2334.2853423953056,324.31222489476204,141.58356520533562,631.046629101038,5880.19019600749,5740.04667147994,140.14352452754974,11.988238424062729,6.54827281832695,25.841681003570557,0.6863613035382432,1.1822370219617628,68.74832667716734,21,KY,1,KY,36980,"Owensboro, KY"
13300,149578.01839840412,111547.41237199306,146041.74898570776,3536.2694126963615,109344.28581267595,2203.126559317112,167.37274086475372,154.79074621200562,539.7265591025352,116689.5231987238,114451.12571972609,2238.3974789977074,167.37274086475372,154.79074621200562,539.7265591025352,9345.936070978642,9187.693226218224,158.24284476041794,3.377576529979706,7.856314063072205,34.68041628599167,0.5581189908462418,1.1523520535031828,74.57473602497143,39,OH,1,OH,22300,"Findlay, OH"
13400,153801.88283252716,116791.03910851479,151229.83764362335,2572.0451889038086,114867.55590248108,1923.4832060337067,79.76953268051147,161.94144535064697,348.5030183792114,122053.49834108353,120080.12474179268,1973.3735992908478,79.76953268051147,181.94144535064697,348.5030183792114,9886.23790717125,9752.931594610214,133.30631256103516,1.9470722675323486,11.947072267532349,23.682433605194092,0.9079025509906558,2.0996606533254294,75.93602689226309,39,OH,1,OH,30620,"Lima, OH"
13501,521612.83424824476,373900.5114401579,501672.81645435095,19940.017793893814,360203.8514378071,13696.660002350807,558.9023434221745,568.7983582615852,2159.848642796278,397906.4110557437,383632.48493397236,14273.926121771336,665.9023434221745,568.7983582615852,2262.848642796278,25591.14505380392,24735.937083482742,855.2079703211784,28.906447768211365,38.45322388410568,137.47819408774376,0.9737620831553633,6.05135297228096,71.68161649607954,39,OH,2,MI; OH,45780,"Toledo, OH"
13502,56799.16356301308,42706.48691415787,55543.18140530586,1255.9821577072144,41670.14695644379,1036.3399577140808,61.09765422344208,23.201640844345093,443.1513401269913,44313.58723664284,43269.51339864731,1044.0738379955292,61.09765422344208,23.201640844345093,443.1513401269913,3979.8547928333282,3904.0627660751343,75.79202675819397,3.0935521125793457,1.5467760562896729,25.521804928779602,0.7733880281448364,0.5981290420777583,75.18858418888374,39,OH,1,OH,19580,"Defiance, OH"
13600,401194.35648556054,284364.46173369884,374010.87198856473,27183.484496995807,265194.34974065423,19170.111993044615,989.163127169013,939.0117216557264,7086.513882383704,300155.2409851402,280044.13203687966,20111.108948260546,996.727049574256,1023.0117216557264,7421.394660666585,21877.27414216101,20561.88247154653,1315.391670614481,50.54175992310047,85.81075148284435,456.12051267921925,0.8807482171054076,4.357713926514831,70.87947702572767,18,IN,2,IN; MI,43780,"South Bend-Mishawaka, IN-MI"
13700,237664.57058918476,175823.6176663041,218510.69175326824,19153.87883591652,161788.4223358035,14035.195330500603,617.6150784492493,564.1276438236237,9699.627401053905,183488.4049345851,168868.12015390396,14620.284780681133,715.6150784492493,639.1276438236237,9944.037453353405,12766.858067452908,12128.757544457912,638.1005229949951,30.57688480615616,22.153769612312317,374.3578007221222,0.8966930787100758,2.2762850768762384,73.9797342239219,18,IN,2,IN; MI,21140,"Elkhart-Goshen, IN"
13800,79117.11499606073,57043.58939540386,75561.5781058073,3555.5368902534246,54397.797235399485,2645.7921600043774,234.40051470696926,56.566746577620506,1504.4993429034948,60155.658325478435,57325.84892077744,2829.8094047009945,246.83659230172634,56.566746577620506,1580.302408143878,4788.947520598769,4647.50757111609,141.43994948267937,9.343833222985268,4.6431595236063,68.80581645667553,0.45740467531976803,0.4810781696656108,72.10018893919992,18,IN,1,IN,47700,"Warsaw, IN"
13900,111620.94478677213,78737.38085472584,106690.65347623825,4930.291310533881,75183.78979328275,3553.5910614430904,264.88092206418514,188.85482500493526,1927.1360342353582,82995.75759546459,79352.41160388291,3643.3459915816784,264.88092206418514,188.85482500493526,1956.6989407986403,6261.49900816381,6081.9566036611795,179.54240450263023,16.973565712571144,9.437227264046669,81.97540073096752,0.7932422673355368,1.0858200499848494,70.53996990003687,18,IN,1,IN,29020,"Kokomo, IN"
14000,245461.85888779163,166764.59966289997,239989.95619028807,5471.902697503567,162898.75202918053,3865.8476337194443,335.79636162519455,229.13881343603134,1220.5073642730713,177552.36735999584,173551.93323469162,4000.434125304222,335.79636162519455,229.13881343603134,1274.5073642730713,14480.27670687437,14230.343879401684,249.93282747268677,16.729537427425385,7.616216659545898,82.57818740606308,0.8722393782377029,2.9008887699605346,67.93910891839752,18,IN,1,IN,26900,"Indianapolis-Carmel-Anderson, IN"
14100,372206.877241537,276171.01142667234,348413.93390123546,23792.943340301514,260113.27257071435,16057.738855957985,1281.18026535213,479.2769807577133,5365.058234542608,289413.4006257653,272377.29330824316,17036.107317522168,1299.18026535213,526.2769807577133,5634.648181766272,20122.40686006844,19116.366852089763,1006.0400079786777,72.19840422272682,51.23387476801872,285.580419331789,0.9021300650870179,4.262595587222717,74.19825594664016,18,IN,1,IN,23060,"Fort Wayne, IN"
14200,1201246.3349932283,896743.40884915,1085575.6956502795,115670.6393429488,813443.5476552546,83299.86119389534,6583.285877585411,3249.803273126483,22492.70028808713,942035.4474702924,854903.6271738857,87131.82029640675,7192.285877585411,3575.803273126483,23238.44352670014,46435.84187054634,42978.718009367585,3457.1238611787558,259.09807823598385,153.50902812182903,833.7488037496805,0.9763835413639593,13.49651774504071,74.651083855686025,18,IN,1,IN,26900,"Indianapolis-Carmel-Anderson, IN"
14300,111158.78025132418,80358.38913524151,101114.98864430189,10043.791607022285,72914.84595566988,7443.543179571629,313.60589504241943,175.9406362771988,1925.6130571961403,83773.32054287195,76014.91041505337,7758.410127818584,329.60589504241943,175.9406362771988,2117.6130571961403,5133.920480430126,4836.627426862717,297.2930535674095,18.95073688030243,10.327579081058502,71.80294752120972,0.839121053177724,1.225975153891799,72.29153554362094,18,IN,1,IN,18020,"Columbus, IN"
14400,160496.54318478703,110486.77943196893,155854.40859282017,4642.134591966867,107753.1767192781,2733.6027126908302,206.1002254486084,17.638514459133148,936.2061510384083,117366.18362659216,114528.30715540051,2837.8764711916447,210.06512132287025,17.638514459133148,978.2950457036495,9874.059883207083,9656.49635013938,217.56353306770325,17.106730043888092,3.932759463787079,63.63190457224846,0.7282449170941692,1.7685818138312124,68.84059758518315,18,IN,1,IN,45460,"Terre Haute, IN"
14500,245272.5351127237,171674.13183288276,220283.2770847082,24989.258028015494,157327.57350762188,14346.558325260878,738.9599368423223,353.3256288766861,5250.699029222131,179897.29479441047,164837.31110793352,15059.983686476946,764.9950405806303,362.3256288766861,5469.404987946153,14926.92737725377,13759.83615256846,1167.0912246853113,48.81919039785862,31.47606670856476,299.95894679427147,0.76247544743322,1.786822148253526,69.99321459044887,18,IN,2,IL; IN,29200,"Lafayette-West Lafayette, IN"
14600,204539,136944,191625,12914,129552,7392,375,332,884,144151,136209,7942,375,332,933,10019,9495,524,13,22,38,1,2,66.95251272373484,18,IN,1,IN,14020,"Bloomington, IN"
14700,253230.38447640836,186284.6475916654,244501.97288629413,8728.411590114236,180021.09174060822,6263.555851057172,557.4618721753359,345.77236330509186,1299.4223223775625,194926.5348959267,188482.6439860165,6443.890909910202,585.8022595793009,348.90073566138744,1316.9181116521358,13425.61151483655,13105.879454225302,319.732060611248,24.64607062935829,22.402708157896996,54.10075695812702,0.8932106037653333,2.441533638750837,73.56330796434113,18,IN,2,IL; IN,21780,"Evansville, IN-KY"
14801,29930.95115800202,20950.327316835523,29507.136403799057,423.8147542029619,20649.546771615744,300.780545219779,4.683667257428169,9.34125217795372,108.7896488159895,22158.68433701992,21827.482093065977,331.20224395394325,4.683667257428169,14.941266372799873,118.62751159071922,2269.4800268411636,2240.790462166071,28.689564675092697,0.6040341854095459,0.7540131658315659,8.907788291573524,0.24234746033354249,0.11370754774049208,69.99552806137424,17,IL,1,IL,NA,NA
14802,32150.349750444293,23677.025013953447,31422.627120360732,727.722630083561,23126.275100782514,550.7499131709337,181.68857619166374,12.764400497078896,152.6906618475914,24672.00827844441,24109.793845802546,562.2144326418638,193.15309566259384,12.764400497078896,152.6906618475914,2097.228701427579,2064.6335341632366,32.59516726434231,6.819156959652901,0.8407107889652252,8.858620166778564,0.2322405174146862,0.0947200580976848,73.64468877551246,18,IN,2,IL; IN,47180,"Vincennes, IN"
14900,442063.65084186196,303316.1026585102,412538.4018449187,29525.248996943235,283780.91648727655,19535.186171233654,485.3547781407833,300.2957670390606,9751.247402578592,324072.42433062196,303238.6768852174,20833.74744540453,517.3547781407833,309.2957670390606,10353.934242516756,19484.26576408744,18302.23701289296,1182.028751194477,43.89031854271889,24.359304279088974,556.1081727445126,0.9631405113402953,5.205300902572177,68.61367182777363,18,IN,1,IN,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
15000,428529.6837707758,311072.93728631735,418730.8312461972,9798.852524578571,304232.6197093725,6840.317576944828,1056.8936115503311,424.9392066001892,660,328189.8199504614,320878.50237351656,7311.317576944828,1258.8936115503311,424.9392066001892,760,23067.589130282402,22665.65752285719,401.93160742521286,41.99240082502365,21.664133608341217,35,0.9623251425840817,5.441073449728325,72.5907560356339,39,OH,1,OH,15940,"Canton-Massillon, OH"
15100,270627.114487648,195214.76601850986,263293.4002725482,7333.714215099812,190413.24402099848,4801.521997511387,235.24939042329788,336.0661553144455,659.3093699216843,206559.49126523733,201568.02438265085,4991.466882586479,235.24939042329788,359.8605062365532,680.2408202290535,13207.094569981098,12891.53709590435,315.5574740767479,10.732877910137177,16.820091664791107,32.89264899492264,0.8581655233374255,2.5914575345342783,72.13422290966336,39,OH,1,OH,17460,"Cleveland-Elyria, OH"
15200,1613105,1166410,1506896,106209,1092268,74142,1338,3085,5453,1243689,1165613,78076,1531,3174,5853,79275,74506,4769,122,195,234,0.9999999962747097,21,72.30837422238477,39,OH,1,OH,17460,"Cleveland-Elyria, OH"
15300,117760.57334667444,72845.9267771244,116673.00585439801,1087.5674922764301,72227.19027641416,618.736500710249,4.635677009820938,21,10.231687664985657,77481.86819007993,76800.63417065144,681.2340194284916,19.77177956700325,21,10.231687664985657,6507.79915240407,6421.559452086687,86.23970031738281,0.9387483298778534,3.582157790660858,1.5209061205387115,0.7455280033823839,1.466064505886199,61.859351315039746,54,WV,2,OH; WV,37620,"Parkersburg-Vienna, WV"
15400,117043.21880733967,78623.8119738996,116072.19660285115,971.0222044885159,77899.9002777338,723.9116961658001,14.106389701366425,11.060794115066528,2.5187855064868927,83285.99717190862,82541.65532663465,744.3418452739716,21.38288116455078,11.060794115066528,2.5187855064868927,6477.389541327953,6425.327895134687,52.061646193265915,1.2874643206596375,1.6157314777374268,0.5597301125526428,0.7498389519756379,1.1911307027896374,67.1750254094765,39,OH,1,OH,49780,"Zanesville, OH"
15500,71741.28305980563,47159.43600565195,70919.2747220397,822.0083377659321,46695.76492458582,463.6710810661316,16.418624192476273,18.3202263712883,23.46301507949829,50149.405873030424,49655.0984184742,494.30745455622673,30.07435566186905,18.3202263712883,23.46301507949829,4302.180181026459,4247.671792477369,54.50838854908943,2.4039463102817535,3.561652421951294,1.9064122438430786,0.4607054401074402,0.41877890021848607,65.7354231681896,39,OH,2,OH; WV,48260,"Weirton-Steubenville, WV-OH"
15600,108371.55315321684,69660.63046443462,107237.76373296976,1133.789420247078,69029.40646719933,631.2239972352982,19.595969557762146,19.679774343967438,29.025265216827393,74266.0881242156,73584.42816734314,681.6599568724632,42.527643859386444,19.679774343967438,29.025265216827393,6349.931232988834,6271.902927815914,78.02830517292023,2.965922713279724,4.576324701309204,2.6014339327812195,0.47155855787285006,0.6689021606041408,64.27944274817922,54,WV,2,OH; WV,48540,"Wheeling, WV-OH"
15700,136707.70234763622,86664.83709865808,135138.59201437235,1569.110333263874,85582.28490591049,1082.552192747593,17.49431276321411,16.036453366279602,249.44254487752914,93072.18077737093,91975.0672006607,1097.1135767102242,17.49431276321411,16.036453366279602,249.44254487752914,6406.578182339668,6351.969372928143,54.608809411525726,0.7289296984672546,3.13801908493042,9.332404255867004,0.6682479887926664,1.362707116252583,63.39426060886948,39,OH,1,OH,39020,"Portsmouth, OH"
15800,97898.47178418934,55818.49741399288,95151.73234689236,2746.7394372969866,54600.031887859106,1218.4655261337757,17.13823400437832,51.23709970712662,22,59784.78556351364,58466.004201069474,1318.7813624441624,17.13823400437832,77.23709970712662,22,5343.828075617552,5210.847314819694,132.98076079785824,1.3289590775966644,9.822397693991661,2,0.8444679986162407,1.027053518683312,57.01671986978616,39,OH,2,OH; WV,11900,"Athens, OH"
